sample_type,province,location,season,lon,lat,antibiotic,antibiotic_class,median_concentration,concentration_unit,sample_year,reference_number
soil,Heilongjiang,Heilongjiang Harbin,1,126.31725,45.37,Chlortetracycline,Tetracyclines,32.56,ng/g,2015,137
soil,Heilongjiang,Heilongjiang Harbin,1,126.31725,45.37,Doxycycline,Tetracyclines,87.53,ng/g,2015,137
soil,Heilongjiang,Heilongjiang Harbin,1,126.31725,45.37,Oxytetracycline,Tetracyclines,18.27,ng/g,2015,137
soil,Heilongjiang,Heilongjiang Harbin,1,126.31725,45.37,Tetracycline,Tetracyclines,43.38,ng/g,2015,137
soil,Henan,Henan,8,113.5,33.5,Azithromycin,Macrolides,11.34,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Chlortetracycline,Tetracyclines,21.46,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Ciprofloxacin,Fluoroquinolones,5.97,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Danofloxacin,Fluoroquinolones,0.22,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Doxycycline,Tetracyclines,12.5,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Enrofloxacin,Fluoroquinolones,6.54,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Florfenicol,Phenicols,0.06,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Oxytetracycline,Tetracyclines,37.1,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Sarafloxacin,Fluoroquinolones,0.06,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Sulfadiazine,Sulfonamides,0.01,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Sulfadimidine,Sulfonamides,0.11,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Sulfamethoxazole,Sulfonamides,0.56,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Sulfamonomethoxine,Sulfonamides,0.71,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Sulfaquinoxaline,Sulfonamides,1.22,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Tetracycline,Tetracyclines,11.69,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Tilmicosin,Macrolides,0.42,ng/g,2016,147
soil,Henan,Henan,8,113.5,33.5,Tylosin,Macrolides,0.48,ng/g,2016,147
soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,Enrofloxacin,Fluoroquinolones,318,ng/g,NA,83
soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,Sulfaguanidine,Sulfonamides,399,ng/g,NA,83
soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,Tylosin,Macrolides,3170,ng/g,NA,83
soil,Henan,Henan Xinxiang,9,113.9268,35.303004,Ciprofloxacin,Fluoroquinolones,11.02,ng/g,2014,87
soil,Henan,Henan Xinxiang,9,113.9268,35.303004,Sulfadiazine,Sulfonamides,54.17,ng/g,2016,53
soil,Henan,Henan Xinxiang,9,113.9268,35.303004,Sulfadimidine,Sulfonamides,5.54,ng/g,2016,53
soil,Henan,Henan Xinxiang,9,113.9268,35.303004,Sulfamonomethoxine,Sulfonamides,11.02,ng/g,2016,53
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Chlortetracycline,Tetracyclines,20.47,ng/g,2015,149
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Doxycycline,Tetracyclines,0.3,ng/g,2015,149
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Enrofloxacin,Fluoroquinolones,43.25,ng/g,2015,149
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Norfloxacin,Fluoroquinolones,3.85,ng/g,2015,149
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Ofloxacin,Fluoroquinolones,28.83,ng/g,2015,149
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Oxytetracycline,Tetracyclines,6.64,ng/g,2015,149
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Sulfadiazine,Sulfonamides,4.09,ng/g,2015,149
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Sulfadimidine,Sulfonamides,20.38,ng/g,2015,149
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Sulfameter,Sulfonamides,38.98,ng/g,2015,149
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Tetracycline,Tetracyclines,25.87,ng/g,2015,149
soil,Hubei,Hubei Three Gorges reservoir,8,111,31,Trimethoprim,Diaminopyrimidines,15.33,ng/g,2015,149
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Azithromycin,Macrolides,0.8,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Chlortetracycline,Tetracyclines,11.6,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Ciprofloxacin,Fluoroquinolones,22.8,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Clarithromycin,Macrolides,0.7,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Doxycycline,Tetracyclines,18.2,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Enrofloxacin,Fluoroquinolones,17.6,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Erythromycin,Macrolides,6.6,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Lomefloxacin,Fluoroquinolones,7.4,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Norfloxacin,Fluoroquinolones,35.4,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Oxytetracycline,Tetracyclines,25,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Roxithromycin,Macrolides,1.1,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Sulfadiazine,Sulfonamides,1.6,ng/g,2014,109
soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,Sulfamethoxazole,Sulfonamides,2.7,ng/g,2014,109
soil,Jiangsu,Jiangsu,10,118.763232,32.061707,Chlortetracycline,Tetracyclines,21.6,ng/g,2011,210
soil,Jiangsu,Jiangsu,10,118.763232,32.061707,Oxytetracycline,Tetracyclines,36.83,ng/g,2011,210
soil,Jiangsu,Jiangsu,10,118.763232,32.061707,Sulfadimidine,Sulfonamides,9.595,ng/g,2011,210
soil,Jiangsu,Jiangsu,10,118.763232,32.061707,Sulfamerazine,Sulfonamides,0.18,ng/g,2011,210
soil,Jiangsu,Jiangsu,10,118.763232,32.061707,Sulfamethoxazole,Sulfonamides,0.33,ng/g,2011,210
soil,Jiangsu,Jiangsu,11,118.763232,32.061707,Oxytetracycline,Tetracyclines,34.87,ng/g,2012,210
soil,Jiangsu,Jiangsu,4,120,33.75,Chlortetracycline,Tetracyclines,256,ng/g,2009,100
soil,Jiangsu,Jiangsu,4,120,33.75,Ciprofloxacin,Fluoroquinolones,9,ng/g,2009,100
soil,Jiangsu,Jiangsu,4,120,33.75,Doxycycline,Tetracyclines,7,ng/g,2009,100
soil,Jiangsu,Jiangsu,4,120,33.75,Florfenicol,Phenicols,4,ng/g,2009,100
soil,Jiangsu,Jiangsu,4,120,33.75,Oxytetracycline,Tetracyclines,34.4,ng/g,2009,100
soil,Jiangsu,Jiangsu,4,120,33.75,Sulfadimidine,Sulfonamides,15.3,ng/g,2009,100
soil,Jiangsu,Jiangsu,4,120,33.75,Sulfamethoxazole,Sulfonamides,5.9,ng/g,2009,100
soil,Jiangsu,Jiangsu,4,120,33.75,Tetracycline,Tetracyclines,26,ng/g,2009,100
soil,Jiangsu,Jiangsu,7,118.763232,32.061707,Chlortetracycline,Tetracyclines,2171.94,ng/g,2011,210
soil,Jiangsu,Jiangsu,7,118.763232,32.061707,Ciprofloxacin,Fluoroquinolones,505,ng/g,2011,210
soil,Jiangsu,Jiangsu,7,118.763232,32.061707,Enrofloxacin,Fluoroquinolones,197,ng/g,2011,210
soil,Jiangsu,Jiangsu,7,118.763232,32.061707,Oxytetracycline,Tetracyclines,1620.45,ng/g,2011,210
soil,Jiangsu,Jiangsu,7,118.763232,32.061707,Sulfadiazine,Sulfonamides,21.86,ng/g,2011,210
soil,Jiangsu,Jiangsu,7,118.763232,32.061707,Sulfadimidine,Sulfonamides,60.22,ng/g,2011,210
soil,Jiangsu,Jiangsu,7,118.763232,32.061707,Sulfamethoxazole,Sulfonamides,20.92,ng/g,2011,210
soil,Jiangsu,Jiangsu,7,118.763232,32.061707,Tetracycline,Tetracyclines,753,ng/g,2011,210
soil,Jiangsu,Jiangsu,8,118.83333,33,Azithromycin,Macrolides,11.34,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Chlortetracycline,Tetracyclines,21.46,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Ciprofloxacin,Fluoroquinolones,5.97,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Danofloxacin,Fluoroquinolones,0.22,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Doxycycline,Tetracyclines,12.5,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Enrofloxacin,Fluoroquinolones,6.54,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Florfenicol,Phenicols,0.06,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Oxytetracycline,Tetracyclines,37.1,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Sarafloxacin,Fluoroquinolones,0.06,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Sulfadiazine,Sulfonamides,0.01,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Sulfadimidine,Sulfonamides,0.11,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Sulfamethoxazole,Sulfonamides,0.56,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Sulfamonomethoxine,Sulfonamides,0.71,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Sulfaquinoxaline,Sulfonamides,1.22,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Tetracycline,Tetracyclines,11.69,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Tilmicosin,Macrolides,0.42,ng/g,2016,147
soil,Jiangsu,Jiangsu,8,118.83333,33,Tylosin,Macrolides,0.48,ng/g,2016,147
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Chlortetracycline,Tetracyclines,9.8,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Ciprofloxacin,Fluoroquinolones,3.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Doxycycline,Tetracyclines,2.7,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Enrofloxacin,Fluoroquinolones,10.7,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Norfloxacin,Fluoroquinolones,6.1,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Ofloxacin,Fluoroquinolones,14.8,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Oxytetracycline,Tetracyclines,48.8,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Roxithromycin,Macrolides,0.3,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Sulfachloropyridazine,Sulfonamides,5,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Sulfadiazine,Sulfonamides,0.7,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Sulfadimethoxine,Sulfonamides,0.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Sulfadimidine,Sulfonamides,0.9,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Sulfamethoxazole,Sulfonamides,0.7,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Sulfamonomethoxine,Sulfonamides,1,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Guli,NA,118.695603,31.863312,Tetracycline,Tetracyclines,3.2,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Chlortetracycline,Tetracyclines,3.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Ciprofloxacin,Fluoroquinolones,11.1,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Doxycycline,Tetracyclines,5,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Enrofloxacin,Fluoroquinolones,61.1,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Norfloxacin,Fluoroquinolones,4.4,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Ofloxacin,Fluoroquinolones,13.2,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Oxytetracycline,Tetracyclines,21.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Roxithromycin,Macrolides,0.5,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Sulfachloropyridazine,Sulfonamides,3.4,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Sulfadiazine,Sulfonamides,0.7,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Sulfadimethoxine,Sulfonamides,0.7,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Sulfadimidine,Sulfonamides,0.9,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Sulfamethoxazole,Sulfonamides,0.7,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Sulfamonomethoxine,Sulfonamides,1.15,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Hushu,NA,118.985413,31.860136,Tetracycline,Tetracyclines,5.4,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Chlortetracycline,Tetracyclines,2.1,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Ciprofloxacin,Fluoroquinolones,4.65,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Doxycycline,Tetracyclines,2.5,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Enrofloxacin,Fluoroquinolones,10,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Norfloxacin,Fluoroquinolones,4.9,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Ofloxacin,Fluoroquinolones,9.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Oxytetracycline,Tetracyclines,7.3,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Roxithromycin,Macrolides,0.3,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Sulfachloropyridazine,Sulfonamides,3.9,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Sulfadiazine,Sulfonamides,0.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Sulfadimethoxine,Sulfonamides,1,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Sulfadimidine,Sulfonamides,0.9,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Sulfamethoxazole,Sulfonamides,0.5,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Sulfamonomethoxine,Sulfonamides,14.25,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Suoshi,NA,118.974593,32.067566,Tetracycline,Tetracyclines,2.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Jiangning district Tangshan,10,119.058863,32.057452,Oxytetracycline,Tetracyclines,34.87,ng/g,2012,202
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Chlortetracycline,Tetracyclines,2.4,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Ciprofloxacin,Fluoroquinolones,3.2,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Doxycycline,Tetracyclines,1,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Enrofloxacin,Fluoroquinolones,11.7,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Norfloxacin,Fluoroquinolones,3.8,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Ofloxacin,Fluoroquinolones,6.5,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Oxytetracycline,Tetracyclines,10.7,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Roxithromycin,Macrolides,0.4,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Sulfachloropyridazine,Sulfonamides,1.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Sulfadiazine,Sulfonamides,0.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Sulfadimethoxine,Sulfonamides,0.9,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Sulfadimidine,Sulfonamides,0.9,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Sulfamethoxazole,Sulfonamides,0.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Sulfamonomethoxine,Sulfonamides,9.9,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Lishui district Pulangke,NA,119.100781,31.577944,Tetracycline,Tetracyclines,1.3,ng/g,2012,86
soil,Jiangsu,Jiangsu Nanjing Yuhuatai district,NA,118.73,31.95,Chlortetracycline,Tetracyclines,486,ng/g,NA,83
soil,Jiangsu,Jiangsu Nanjing Yuhuatai district,NA,118.73,31.95,Tetracycline,Tetracyclines,39.4,ng/g,NA,83
soil,Jiangsu,Jiangsu Suqian Sihong county,11,118.223591,33.476051,Chlortetracycline,Tetracyclines,21.6,ng/g,2011,202
soil,Jiangsu,Jiangsu Suqian Sihong county,11,118.223591,33.476051,Oxytetracycline,Tetracyclines,36.83,ng/g,2011,202
soil,Jiangsu,Jiangsu Suqian Sihong county,11,118.223591,33.476051,Sulfadimidine,Sulfonamides,0.3,ng/g,2011,202
soil,Jiangsu,Jiangsu Suqian Sihong county,11,118.223591,33.476051,Sulfamethoxazole,Sulfonamides,0.33,ng/g,2011,202
soil,Jiangsu,Jiangsu Suqian Sihong county,6,118.223591,33.476051,Chlortetracycline,Tetracyclines,12.88,ng/g,2012,202
soil,Jiangsu,Jiangsu Suqian Sihong county,6,118.223591,33.476051,Oxytetracycline,Tetracyclines,28.9,ng/g,2012,202
soil,Jiangsu,Jiangsu Suqian Sihong county,6,118.223591,33.476051,Sulfadimidine,Sulfonamides,14.5,ng/g,2012,202
soil,Jiangsu,Jiangsu Xuzhou,8,117.284124,34.205768,Chlortetracycline,Tetracyclines,4331,ng/g,2011,202
soil,Jiangsu,Jiangsu Xuzhou,8,117.284124,34.205768,Ciprofloxacin,Fluoroquinolones,505,ng/g,2011,202
soil,Jiangsu,Jiangsu Xuzhou,8,117.284124,34.205768,Enrofloxacin,Fluoroquinolones,197,ng/g,2011,202
soil,Jiangsu,Jiangsu Xuzhou,8,117.284124,34.205768,Oxytetracycline,Tetracyclines,3212,ng/g,2011,202
soil,Jiangsu,Jiangsu Xuzhou,8,117.284124,34.205768,Sulfadiazine,Sulfonamides,21.86,ng/g,2011,202
soil,Jiangsu,Jiangsu Xuzhou,8,117.284124,34.205768,Sulfadimidine,Sulfonamides,105.94,ng/g,2011,202
soil,Jiangsu,Jiangsu Xuzhou,8,117.284124,34.205768,Sulfamethoxazole,Sulfonamides,20.92,ng/g,2011,202
soil,Jiangsu,Jiangsu Xuzhou,8,117.284124,34.205768,Tetracycline,Tetracyclines,753,ng/g,2011,202
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Chlortetracycline,Tetracyclines,8.3,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Ciprofloxacin,Fluoroquinolones,7.8500000000000005,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Doxycycline,Tetracyclines,27.5,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Enrofloxacin,Fluoroquinolones,13.9,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Norfloxacin,Fluoroquinolones,15.4,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Ofloxacin,Fluoroquinolones,9.5,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Oxytetracycline,Tetracyclines,397.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Roxithromycin,Macrolides,1.3,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Sulfachloropyridazine,Sulfonamides,1.2,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Sulfadiazine,Sulfonamides,0.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Sulfadimethoxine,Sulfonamides,0.8,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Sulfadimidine,Sulfonamides,1,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Sulfamethoxazole,Sulfonamides,0.6,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Sulfamonomethoxine,Sulfonamides,1,ng/g,2012,86
soil,Jiangsu,Jiangsu Xuzhou Tongshan district,NA,117.169421,34.1807,Tetracycline,Tetracyclines,27.4,ng/g,2012,86
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Ciprofloxacin,Fluoroquinolones,27.7,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Doxycycline,Tetracyclines,13.9,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Enrofloxacin,Fluoroquinolones,3.98,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Norfloxacin,Fluoroquinolones,11.2,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Ofloxacin,Fluoroquinolones,5.86,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Oxytetracycline,Tetracyclines,18.9,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Sulfadiazine,Sulfonamides,0.03,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Sulfadimethoxine,Sulfonamides,0.875,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Sulfadimidine,Sulfonamides,0.01,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Sulfamerazine,Sulfonamides,0.01,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Sulfamethizole,Sulfonamides,0.55,ng/g,2014,108
soil,Jiangsu,Jiangsu Yangtze river Delta,6,120.445064,31.099971,Tetracycline,Tetracyclines,2.07,ng/g,2014,108
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,4,116.033713,26.494048,Apo-Oxytetracycline,Tetracyclines,5.28,ng/g,2014,112
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,4,116.033713,26.494048,Chlortetracycline,Tetracyclines,2.83,ng/g,2014,112
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,4,116.033713,26.494048,Doxycycline,Tetracyclines,1.86,ng/g,2014,112
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,4,116.033713,26.494048,Epianhydrotetracycline,Tetracyclines,3.45,ng/g,2014,112
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,4,116.033713,26.494048,Epitetracycline,Tetracyclines,0.21,ng/g,2014,112
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,4,116.033713,26.494048,Isochlortetracycline,Tetracyclines,0.84,ng/g,2014,112
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,4,116.033713,26.494048,Oxytetracycline,Tetracyclines,21.59,ng/g,2014,112
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,4,116.033713,26.494048,Tetracycline,Tetracyclines,0.69,ng/g,2014,112
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,NA,116,26.558333,Apo-Oxytetracycline,Tetracyclines,5.28,ng/g,NA,104
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,NA,116,26.558333,Chlortetracycline,Tetracyclines,2.83,ng/g,NA,104
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,NA,116,26.558333,Doxycycline,Tetracyclines,1.86,ng/g,NA,104
soil,Jiangxi,Jiangxi Ganzhou Meijiang river,NA,116,26.558333,Epianhydrotetracycline,Tetracyclines,3.45,ng/g,NA,104
