sample_type,province,antibiotic,median_concentration,sam_Y,pub_id,pub_full,lod_est
sediments,Jiangsu,Tetracycline,1.9987499999999998,2016,29,"Hao, F. A. N. G. et al. Contamination characteristics and ecological risk assessment of antibiotics in typical eriocheir sinensis aquaculture environments of jiangsu province. J. Ecol. Rural Environ. 35, 1436-1444, doi:10.19741/j.issn.1673-4831.2018.0889 (2019).",0.1833
sediments,Jiangsu,Tilmicosin,1.6475,2017,148,"Xu, Z., Li, T., Bi, J. & Wang, C. Spatiotemporal heterogeneity of antibiotic pollution and ecological risk assessment in Taihu Lake Basin, China. Science of the Total Environment 643 (2020).",1.6475
sediments,Jiangsu,Trimethoprim,0.12,2019,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2151).",0.03
sediments,Jiangsu,Tylosin,0.25,2017,45,"Zhang, Y. et al. DOM as an indicator of occurrence and risks of antibiotics in a city-river-reservoir system with multiple pollution sources. Sci Total Environ 686, 276-289, doi:10.1016/j.scitotenv.2019.05.439 (2027).",0.14
sediments,Jiangsu,Vancomycin,2.065,2017,45,"Zhang, Y. et al. DOM as an indicator of occurrence and risks of antibiotics in a city-river-reservoir system with multiple pollution sources. Sci Total Environ 686, 276-289, doi:10.1016/j.scitotenv.2019.05.439 (2033).",0.44
sediments,Jiangxi,Azithromycin,0.13,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2043).",0.13
sediments,Jiangxi,Cephalexin,12.6,2015,123,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2024).",12.6
sediments,Jiangxi,Chlortetracycline,2.23,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2083).",1.3
sediments,Jiangxi,Ciprofloxacin,11.25,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2087).",1.16
sediments,Jiangxi,Clarithromycin,0.15,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2044).",0.15
sediments,Jiangxi,Danofloxacin,0.05,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2037).",0.05
sediments,Jiangxi,Doxycycline,5.2,NA,104,"Chen, Q. et al. Migration and degradation of swine farm tetracyclines at the river catchment scale: Can the multi-pond system mitigate pollution risk to receiving rivers? Environmental pollution (Barking, Essex : 1987) 220 (2027).",1.78
sediments,Jiangxi,Enrofloxacin,33.85,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2086).",11.7
sediments,Jiangxi,Erythromycin,2.35,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2090).",0.58
sediments,Jiangxi,Lincomycin,6.4,2015,123,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2032).",0.45
sediments,Jiangxi,Marbofloxacin,0.01,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2039).",0.01
sediments,Jiangxi,Norfloxacin,15.33,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2088).",0.35500000000000004
sediments,Jiangxi,Ofloxacin,6.9,2015,123,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2023).",2.02
sediments,Jiangxi,Oxytetracycline,0.48,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2084).",0.01
sediments,Jiangxi,Penicillin G,4.8,2015,123,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2025).",4.8
sediments,Jiangxi,Penicillin V,16.3,2015,123,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2026).",16.3
sediments,Jiangxi,Roxithromycin,1.2999999999999998,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2089).",1.2
sediments,Jiangxi,Sulfachloropyridazine,0.08,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2020).",0.08
sediments,Jiangxi,Sulfadiazine,3.9749999999999996,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2080).",0.08999999999999998
sediments,Jiangxi,Sulfadoxine,0.05,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2022).",0.05
sediments,Jiangxi,Sulfamethazine,0.175,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2081).",0.14
sediments,Jiangxi,Sulfamethoxazole,0.22,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2082).",0.22
sediments,Jiangxi,Sulfamonomethoxine,7.8,2015,123,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2019).",0.27
sediments,Jiangxi,Sulfapyridine,0.08,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2026).",0.08
sediments,Jiangxi,Sulfaquinoxaline,2.8,2015,123,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2020).",2.8
sediments,Jiangxi,Sulfathiazole,0.02,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2028).",0.02
sediments,Jiangxi,Sulfisoxazole,0.07,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2029).",0.07
sediments,Jiangxi,Tetracycline,0.85,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2085).",0.12
sediments,Jiangxi,Trimethoprim,1.19,2018,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2091).",0.08
sediments,Jiangxi,Tylosin,0.6,2015,123,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2030).",0.14
sediments,Jiangxi,Vancomycin,1.4,2015,123,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2033).",1.4
sediments,Jilin,Ciprofloxacin,6.3,2018,30,"He, S. et al. Contaminants of emerging concern in a freeze-thaw river during the spring flood. Science of the Total Environment 670, 576-584, doi:10.1016/j.scitotenv.2019.03.256 (2023).",3.9
sediments,Jilin,Doxycycline,1.7,2018,30,"He, S. et al. Contaminants of emerging concern in a freeze-thaw river during the spring flood. Science of the Total Environment 670, 576-584, doi:10.1016/j.scitotenv.2019.03.256 (2028).",1.2
sediments,Jilin,Enrofloxacin,9.6,2018,30,"He, S. et al. Contaminants of emerging concern in a freeze-thaw river during the spring flood. Science of the Total Environment 670, 576-584, doi:10.1016/j.scitotenv.2019.03.256 (2024).",6.8
sediments,Jilin,Erythromycin,11,2018,30,"He, S. et al. Contaminants of emerging concern in a freeze-thaw river during the spring flood. Science of the Total Environment 670, 576-584, doi:10.1016/j.scitotenv.2019.03.256 (2026).",10.1
sediments,Jilin,Florfenicol,7.8,2018,30,"He, S. et al. Contaminants of emerging concern in a freeze-thaw river during the spring flood. Science of the Total Environment 670, 576-584, doi:10.1016/j.scitotenv.2019.03.256 (2029).",6.6
sediments,Jilin,Norfloxacin,3.2,2017,126,"He, S. et al. Occurrence and ecological risk assessment of 22 emerging contaminants in the Jilin Songhua River (Northeast China). Environmental Science and Pollution Research 25 (2021).",3.2
sediments,Jilin,Ofloxacin,5,2018,30,"He, S. et al. Contaminants of emerging concern in a freeze-thaw river during the spring flood. Science of the Total Environment 670, 576-584, doi:10.1016/j.scitotenv.2019.03.256 (2025).",1.4
sediments,Liaoning,Chloramphenicol,1.02,2011,194,"Na, G. et al. Occurrence, distribution, and bioaccumulation of antibiotics in coastal environment of Dalian, China. Marine Pollution Bulletin 69 (2027).",1.02
sediments,Liaoning,Chlortetracycline,4.81,2013,120,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2024).",0.6
sediments,Liaoning,Ciprofloxacin,7.15,2013,120,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2020).",0.3
sediments,Liaoning,Doxycycline,1.33,2013,120,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2025).",1
sediments,Liaoning,Enrofloxacin,10.5,2013,120,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2021).",2.71
sediments,Liaoning,Erythromycin,11.45,2012,217,"Bai, Y., Meng, W., Xu, J., Zhang, Y. & Guo, C. Occurrence, distribution and bioaccumulation of antibiotics in the Liao River Basin in China. Environmental science. Processes & impacts 16 (2031).",11.45
sediments,Liaoning,Florfenicol,0.43,2011,194,"Na, G. et al. Occurrence, distribution, and bioaccumulation of antibiotics in coastal environment of Dalian, China. Marine Pollution Bulletin 69 (2028).",0.43
sediments,Liaoning,Norfloxacin,11.7,2013,120,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",1.4
sediments,Liaoning,Ofloxacin,6.609999999999999,2013,120,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2019).",5.62
sediments,Liaoning,Oxytetracycline,44.21,2013,120,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2023).",12.3
sediments,Liaoning,Roxithromycin,2.5,2013,120,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2026).",0.9
sediments,Liaoning,Sulfacetamide,0.13,2011,194,"Na, G. et al. Occurrence, distribution, and bioaccumulation of antibiotics in coastal environment of Dalian, China. Marine Pollution Bulletin 69 (2013).",0.13
sediments,Liaoning,Sulfachinoxaline,1.57,2015,150,"Xu, Y. et al. Spatiotemporal profile of tetracycline and sulfonamide and their resistance on a catchment scale. Environmental pollution (Barking, Essex : 1987) 241 (2022).",1.57
sediments,Liaoning,Sulfadiazine,6.55,2015,124,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2060).",0.5
sediments,Liaoning,Sulfadimethoxine,0.18,2017,120,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2033).",0.06
sediments,Liaoning,Sulfamerazine,1.73,2011,194,"Na, G. et al. Occurrence, distribution, and bioaccumulation of antibiotics in coastal environment of Dalian, China. Marine Pollution Bulletin 69 (2016).",1.73
sediments,Liaoning,Sulfameter,5.155,2011,194,"Na, G. et al. Occurrence, distribution, and bioaccumulation of antibiotics in coastal environment of Dalian, China. Marine Pollution Bulletin 69 (2024).",1.49
sediments,Liaoning,Sulfamethazine,0.26,2011,194,"Na, G. et al. Occurrence, distribution, and bioaccumulation of antibiotics in coastal environment of Dalian, China. Marine Pollution Bulletin 69 (2017).",0.26
sediments,Liaoning,Sulfamethoxazole,2.085,2017,120,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2031).",0.5
