sample_type,matrix,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link
sediment,sediment,Guangdong,"Pearl River, site Z11",Erythromycin,macrolides,206.9,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z1",Lomefloxacin,fluoroquinolones,50.1,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z2",Lomefloxacin,fluoroquinolones,79.3,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z3",Lomefloxacin,fluoroquinolones,59.7,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z4",Lomefloxacin,fluoroquinolones,38.8,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z5",Lomefloxacin,fluoroquinolones,7.4,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z6",Lomefloxacin,fluoroquinolones,16.5,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z7",Lomefloxacin,fluoroquinolones,91.4,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z8",Lomefloxacin,fluoroquinolones,8.7,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z9",Lomefloxacin,fluoroquinolones,23.5,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z10",Lomefloxacin,fluoroquinolones,27.9,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z11",Lomefloxacin,fluoroquinolones,19.8,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z1",Norfloxacin,fluoroquinolones,171.1,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z2",Norfloxacin,fluoroquinolones,156.2,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z3",Norfloxacin,fluoroquinolones,71.9,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z4",Norfloxacin,fluoroquinolones,61.8,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z5",Norfloxacin,fluoroquinolones,16.4,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z6",Norfloxacin,fluoroquinolones,29.5,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
sediment,sediment,Guangdong,"Pearl River, site Z7",Norfloxacin,fluoroquinolones,27.3,,ng/g dw,2016,autumn,"Tang, J., Fang, J., Tam, N. F., Yang, Y., Dai, Y., Zhang, J., & Shi, Y. (2021). Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China. Environmental Science & Technology, 55(3), 1811-1821. https://doi.org/10.1021/acs.est.0c08248","N43 QA (2026-04-28): Verified from source Supporting Information Table S4 (site-year sediment concentrations; 2015-2018 Guangdong). max_concentration is not explicitly provided for these row-level entries, so it remains NA/yellow.",N43,"2021 Jinpeng Tang Supporting Information  Impact of Phytoplankton Blooms on Concentrations of Antibiotics in Sediment and Snails in a Subtropical River, China .pdf",https://doi.org/10.1021/acs.est.0c08248
