sample_type,matrix,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link,manually_curated
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Tetracycline,tetracyclines,377.0,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Tetracycline,tetracyclines,373.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Tetracycline,tetracyclines,503.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Ciprofloxacin,fluoroquinolones,210.0,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Ciprofloxacin,fluoroquinolones,296.0,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Ciprofloxacin,fluoroquinolones,314.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Ciprofloxacin,fluoroquinolones,416.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Enrofloxacin,fluoroquinolones,60.4,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Enrofloxacin,fluoroquinolones,22.0,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Enrofloxacin,fluoroquinolones,171.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Enrofloxacin,fluoroquinolones,200.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Fleroxacin,fluoroquinolones,52.7,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Fleroxacin,fluoroquinolones,75.2,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Fleroxacin,fluoroquinolones,120.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Fleroxacin,fluoroquinolones,137.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Lomefloxacin,fluoroquinolones,141.0,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Lomefloxacin,fluoroquinolones,168.0,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Lomefloxacin,fluoroquinolones,287.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Lomefloxacin,fluoroquinolones,440.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Norfloxacin,fluoroquinolones,1710.0,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Norfloxacin,fluoroquinolones,2360.0,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Norfloxacin,fluoroquinolones,2860.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Norfloxacin,fluoroquinolones,2260.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Ofloxacin,fluoroquinolones,916.0,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Ofloxacin,fluoroquinolones,1500.0,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Ofloxacin,fluoroquinolones,2430.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Ofloxacin,fluoroquinolones,2760.0,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Pefloxacin,fluoroquinolones,12.5,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Pefloxacin,fluoroquinolones,21.1,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Pefloxacin,fluoroquinolones,19.8,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Pefloxacin,fluoroquinolones,28.6,,ng/g dw,2010,November,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B Nov Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Oxidation ditch sludge,Roxithromycin,macrolides,20.2,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Oxidation ditch sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
municipal sludge,sludge,Guangdong,Plant B WWTP (South China; oxidation ditch) - Dewatered sludge,Roxithromycin,macrolides,33.3,,ng/g dw,2010,May,"Zhou, L.-J., Ying, G.-G., Liu, S., Zhao, J.-L., Yang, B., Chen, Z.-F., & Lai, H.-J. (2013). Occurrence and fate of eleven classes of antibiotics in two typical wastewater treatment plants in South China. Science of The Total Environment, 452–453, 365–376.",Table S9 Plant B May Dewatered sludge,N_ZHOU2013_SC_WWTP_SOLIDS,Sup 2013 Li-Jun Zhou ... .doc (textutil txt) Tables S8–S9,https://doi.org/10.1016/j.scitotenv.2013.03.010,True
